Timestamp,1. What is your age?,2. Gender,3. What is your academic level?,4. What is your field of study?,5. Have you had prior experience with AI tools?,6. How frequently do you use ChatGPT?,7. For what purposes do you primarily use ChatGPT? (Select all that apply),8. How much time do you spend using ChatGPT per week?,9. Do you believe ChatGPT has improved your research efficiency?,10. Has ChatGPT enhanced the quality of your writing?,11. Has ChatGPT increased your understanding of complex concepts?,12. What other benefits have you experienced from using ChatGPT?,13. Do you think you have become overly reliant on ChatGPT?,14. Are you concerned about plagiarism when using ChatGPT?,15. Has using ChatGPT impacted your critical thinking skills?,16. What other drawbacks have you experienced from using ChatGPT? ,17. Has your approach to research changed due to ChatGPT?,18. Has ChatGPT shifted your writing style?,19. Do you find yourself relying more on AI tools since using ChatGPT?,20. What other changes have you noticed in your learning habits?,21. How has ChatGPT influenced your academic performance? 
26/09/2024 20:47:53,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance",1-3 hours,Strongly agree,Strongly agree,Strongly agree,"Takes off a lot of burden, whether university assignments or some emails etc , it's a blessing ",Neutral,Strongly agree,Neutral,"Plagiarism, or sometimes during coding, he gives too much difficult cofe which is nearly impossible to understand, also during textual work , using # or ** everywhere makes difficult to remove later on",Agree,Strongly Agree,Neutral,,"Enhanced it , making assignments etc is quite easy now, as going to xyz website and finding your suitable paragraph is not needed anymore "
26/09/2024 20:47:57,20,Female,Undergraduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Agree,Agree,Agree,,Agree,Neutral,Agree,,Strongly agree,Agree,Agree,,
26/09/2024 20:48:09,19,Female,Undergraduated,Computer Science,Yes,Weekly,"Homework assistance, General knowledge, Other",1-3 hours,Disagree,Agree,Neutral,,Agree,Agree,Neutral,,Agree,Disagree,Agree,,
26/09/2024 20:48:33,20,Female,Undergraduated,Computer Science,Yes,Weekly,Homework assistance,1-3 hours,Disagree,Neutral,Strongly agree,,Neutral,Disagree,Strongly agree,,Neutral,Agree,Agree,,
26/09/2024 20:50:39,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing",1-3 hours,Strongly agree,Agree,Strongly agree,I have learnt many new things which even university don't teach me,Agree,Agree,Strongly disagree,Basically it depends on you in what way we are using it if someone is using chat gpt just to complete his assignment and other stuff so in this case it's completely wrong but I my case I use it for understanding purpose and to learn new things in easy way,Agree,Disagree,Disagree,"Things are not much complex, how they are made. So I noticed that I just start learning things faster by using chat got.In a way that the thing which I am unable to understand I just told Chat Gpt to tell me easiest way and step by step approach to do it so yeah by doing this I noticed that I just start learning things even more faster.",Honestly speaking I gained .5 more SGPA as compared to last semester just by learning things using Chat Gpt.
26/09/2024 20:50:58,19,Female,Undergraduated,Computer Science,Yes,Weekly,Other,Less than 1 hour,Agree,Strongly agree,Agree,Helping with academics alot ,Agree,Neutral,Agree,When words exceed the limit and sometimes it dont understand the question clearly ,Neutral,Agree,Agree,"When i dont understand complex topics ,it helps in providing me easy explaination so that i can understand better",It has made it alot easier 
26/09/2024 20:51:07,21,Male,Undergraduated,Software Engineering,Yes,Daily,"Research, Writing, General knowledge, Other",1-3 hours,Strongly agree,Strongly agree,Strongly agree,"Multiple Answers at the spot,  Critical Answers based on logical prompts ,  positive answers, manipulation tricks ",Disagree,Agree,Agree,"Limited chatting, sometimes accuracy not well, sometimes skipped read information written in lengthy prompts ",Agree,Neutral,Neutral,"Easy to understand Reading materials, Enhanced skill of skipping and skimming,  increasing research skills ","Well it's may be good for me to increasing English skills , polished my writing skills as well as Enhanced vocabulary and I learnt new words from chatgpt. Etc..."
26/09/2024 20:51:13,19,Male,Undergraduated,Civil Engineering,Yes,Daily,Research,Less than 1 hour,Strongly agree,Agree,Strongly agree,I got new ideas during research. It enhance vocabulary,Neutral,Strongly agree,Neutral,I think it is reliable,Agree,Agree,Agree,No change,Yes 
26/09/2024 20:51:17,20,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, General knowledge, Other",4-6 hours,Agree,Neutral,Disagree,It's just the platform that give you answer easily as compare to other platforms ,Neutral,Agree,Neutral,It's decrease the creative activity of human beings that a big drawback in my point of view ,Agree,Neutral,Agree,,
26/09/2024 20:51:26,20,Male,Undergraduated,Computer Science,No,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Strongly agree,Agree,Strongly agree,It helps me alot in my work,Agree,Neutral,Agree,Stressless about work like,Neutral,Agree,Agree,Not much ,It helps in assignment quiz and all research work
26/09/2024 20:52:13,20,Male,Undergraduated,Computer Science,Yes,Weekly,General knowledge,Less than 1 hour,Agree,Neutral,Agree,Chat gpt solve many complex issue.,Neutral,Agree,Agree,You don't work.,Neutral,Disagree,Agree,,We should learn many knowledge from chatgpt
26/09/2024 20:52:45,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Agree,,Agree,Agree,Disagree,,Agree,Disagree,Disagree,,
26/09/2024 20:54:30,22,Female,Undergraduated,Computer Science,No,Daily,Homework assistance,Less than 1 hour,Neutral,Strongly Disagree,Agree,ChatGPT has helped me in understanding in concepts,Strongly,Strongly agree,Agree,I don’t use my mind and straight away open ChatGPT whenever someone asks a critical question.,Neutral,Agree,Agree,It’s a great tool for studying and a great companion for you because it understands the requirements of your questions and provide answers accordingly with examples and analogies.,ChatGPT is a great tool if we search it for understanding concepts but most of students rely so much on it for passing their quizzes and assignments without having an understanding of those topics.
26/09/2024 20:54:39,22,Female,Undergraduated,Computer Science,Yes,Daily,"Writing, Homework assistance, General knowledge",4-6 hours,Agree,Agree,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,,
26/09/2024 20:54:48,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Homework assistance, Other",1-3 hours,Agree,Agree,Strongly agree,,Disagree,Neutral,Strongly agree,,Agree,Neutral,Agree,,
26/09/2024 20:58:35,22,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Neutral,Efficiency and time saving ,Agree,Neutral,Neutral,Till now i haven't experienced any draw backs,Agree,Agree,Agree,Nothing i just become a lil bit kazy because of this,No but it has become an ease
26/09/2024 21:03:28,19,Female,Undergraduated,Business and Accounting,Yes,Daily,Research,Less than 1 hour,Agree,Agree,Neutral," Using ChatGPT offers numerous benefits, including streamlined research, improved writing, and enhanced productivity. It also fosters creativity, supports personalized learning, and provides efficient data analysis. Additionally, ChatGPT aids in decision-making, customer support, and language translation, making it a valuable tool.",Neutral,Neutral,Neutral,"Using ChatGPT has some limitations. Its responses can be overly generic or inaccurate due to biases in training data or limited domain knowledge. It may struggle with complex, open-ended questions or nuanced discussions. Additionally, reliance on ChatGPT can lead to diminished critical thinking skills and potential plagiarism issues. Its generated content may also lack emotional depth and human empathy.",Neutral,Neutral,Neutral," Utilizing AI tools has revolutionized my learning habits. I've observed significant improvements in research efficiency, enhanced writing quality, and amplified creativity. AI-assisted learning enables personalized concept clarification, promotes critical thinking, and fosters a deeper understanding of complex topics."," As a digital AI assistant, I don't have academic performance or personal experiences. However, students using ChatGPT have reported improved research quality, enhanced writing skills, and better comprehension of complex concepts. ChatGPT streamlines study processes, promotes critical thinking, and saves time."
26/09/2024 21:04:25,20,Female,High school,Software Engineering,Yes,Weekly,"Research, Homework assistance, General knowledge",1-3 hours,Agree,Strongly agree,Agree,,Neutral,Agree,Neutral,Its wrong anwsers :(,Agree,Neutral,Neutral,,
26/09/2024 21:08:17,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, General knowledge",4-6 hours,Strongly agree,Disagree,Strongly agree,,Agree,Strongly agree,Agree,,Strongly agree,Neutral,Disagree,,
26/09/2024 21:28:37,19,Male,Undergraduated,Computer Science,Yes,Daily,"Homework assistance, General knowledge, Other",1-3 hours,Agree,Neutral,Agree,,Disagree,Agree,Neutral,,Agree,Neutral,Disagree,,
26/09/2024 21:28:47,23,Male,Graduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Agree,Strongly agree,Strongly agree,,Strongly,Strongly agree,Strongly agree,,Strongly agree,Strongly Agree,Agree,,
26/09/2024 21:31:03,22,Male,Undergraduated,Software Engineering,Yes,Rarely,"Research, Homework assistance",Less than 1 hour,Agree,Neutral,Disagree,"helps to summerize, highlights main points of given text, is not accurate for dates and events, on helps in computational stuff rather than research of ideas and history!",Strongly disagree,Disagree,Disagree,"most answers are inaccurate and self created, anything available on the internet can be the output regardless of it's correctness or factuality!",Strongly disagree,Agree,Disagree,not much! GPT is although powerful yet it's accuracy is debatable!,it helps in summarizing and saves time in assignments and homework! apart from that nothing much!
26/09/2024 21:35:58,22,Male,Graduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Strongly agree,Strongly agree,Strongly agree,Do we find almost everything on the internet but the charge GBT responds the message in a way in the easiest and the simplest words so we can better easily understand topic. Also if we ask him about any question which comes in our mind it can easily give us the advice or any other helpful information about related that. ,Agree,Agree,Agree,"So after chatgpt we stop thinking, I think the last time I use my mind last year. ",Agree,Agree,Agree,It helps me to understand the core concept of language in easiest at the simplest words. If I asked him to tell me as I am 5 years old he can easily give me response and in the simplest and the easiest word with examples and I think 5 years old boy also understand this. ,Because GPT provide each and every response. He also advised how to find data on the internet even if that itself unable to do that but he can tell you the ways to finding information.
26/09/2024 21:37:33,20,Female,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Strongly agree,Agree,Agree,"Good for homework, its kind of a more efficent google as it gives u specific anwers",Neutral,Disagree,Strongly disagree,sometimes it doesnt work as i expect and the writing quality is bad but overall its great,Agree,Disagree,Agree,Learning takes less time ,"I still get very good grades but my time spent searching for stuff or writing has been cut down drastically. For example, instead of wasting hours going through documentation I can ask gpt for the function I need"
26/09/2024 21:45:09,23,Male,Graduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Neutral,Disagree,Agree,Can get assistance anywhere ,Agree,Agree,Agree,. ,Agree,Agree,Agree,. ,. 
26/09/2024 21:47:28,18,Male,Undergraduated,Computer Science,No,Rarely,Research,Less than 1 hour,Agree,Neutral,Neutral,,Neutral,Agree,Disagree,,Neutral,Agree,Agree,,
26/09/2024 21:48:06,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Strongly agree,Agree,Strongly agree,Help in Logic Building,Agree,Agree,Agree,Dependency on it,Strongly agree,Agree,Agree,First thing that comes to my mind while Problem solving is AI Help,Yeah a lot
26/09/2024 21:48:08,20,Male,Undergraduated,Software Engineering,Yes,Weekly,"Research, Homework assistance",Less than 1 hour,Agree,Agree,Strongly agree,,Agree,Strongly agree,Neutral,It always help in such satuations but they have a specific amount of data....,Neutral,Strongly Agree,Neutral,Mostly we relay on Ai tool that's why our learning habits are going on up level ,probably Excellent 
26/09/2024 21:48:39,19,Female,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing",1-3 hours,Neutral,Agree,Agree,Quick answers ,Disagree,Neutral,Agree,Technical issue like word limits,Neutral,Neutral,Agree,Increase efficiency ,Reduce study
26/09/2024 21:49:46,21,Female,Undergraduated,Computer Science,Yes,Daily,Homework assistance,Less than 1 hour,Agree,Agree,Agree,It helps us in solving any type of problem related to anything.,Agree,Neutral,Agree,,Agree,Agree,Agree,"Using AI has transformed my learning habits by enabling personalized knowledge ,research, and improved adaptive learning pathways","ChatGPT has enhanced learning outcomes for students by providing instant explanations, suggestions, and study resources."
26/09/2024 21:57:39,21,Male,Undergraduated,Computer Science,Yes,Daily,Research,4-6 hours,Agree,Strongly agree,Agree,It Saves Time ,Disagree,Neutral,Neutral,,Neutral,Agree,Disagree,,
26/09/2024 22:00:45,22,Male,Undergraduated,Software Engineering,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Strongly agree,Neutral,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,,
26/09/2024 22:09:17,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, General knowledge",Less than 1 hour,Agree,Neutral,Agree,I can easily find the solutions of my academic problems,Agree,Neutral,Neutral,Lack of doing self thinking,Neutral,Disagree,Agree,Not such changes,Yes a little bit
26/09/2024 22:13:03,21,Female,Undergraduated,Computer Science,Yes,Daily,Research,7 hours or more,Agree,Strongly agree,Agree,It helps us to do task efficiently in less time .,Agree,Agree,Strongly agree,By using chat gpt we are stop. Thinking .we just relia on chat gpt ,Disagree,Disagree,Agree,I always do my assignment using chat gpt instead of thinking or searching from book or Google.,Low
26/09/2024 22:13:05,21,Male,Graduated,Electrical Engineering,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Agree,Strongly agree,Agree,It requires best vedio description ,Agree,Agree,Agree,No,Agree,Strongly Agree,Agree,No change best performance ,
26/09/2024 22:13:38,22,Male,Undergraduated,Other,Yes,Daily,"Research, Writing, General knowledge",Less than 1 hour,Strongly agree,Agree,Agree,,Neutral,Neutral,Disagree,,Strongly agree,Strongly Agree,Agree,,
26/09/2024 22:13:47,18,Male,Undergraduated,Computer Science,Yes,Daily,"Homework assistance, General knowledge",1-3 hours,Strongly agree,Agree,Strongly agree,,Agree,Strongly agree,Neutral,,Neutral,Neutral,Agree,,
26/09/2024 22:14:11,21,Male,Undergraduated,Computer Science,Yes,Daily,General knowledge,1-3 hours,Strongly agree,Agree,Neutral,Yes,Strongly,Strongly agree,Strongly agree,Yes,Strongly agree,Strongly Agree,Agree,Yes ,Yes
26/09/2024 22:16:02,20,Male,Undergraduated,Other,Yes,Daily,"Writing, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Agree,,Neutral,Agree,Strongly agree,,Neutral,Neutral,Agree,,
26/09/2024 22:18:12,19,Male,Undergraduated,Computer Science,Yes,Weekly,"Writing, Homework assistance, General knowledge, Other",4-6 hours,Agree,Agree,Strongly agree,,Neutral,Agree,Neutral,,Agree,Neutral,Agree,,
26/09/2024 22:19:16,21,Prefer not to say,Undergraduated,Computer Science,Yes,Daily,Other,7 hours or more,Strongly agree,Agree,Strongly agree,It  gives help in understanding and solving problems or giving multiple suggestions. .it helps me when none other can do in my studies experience .i get,Disagree,Disagree,Neutral,Sometimes it gives wrong answers ,Strongly agree,Neutral,Disagree, It gives relavent answers . It explains each and everything in essense. , It explains me .and makes everything clear and i used to ask questions very.much whatever i want to ask from a teacher i ask chatgot 
26/09/2024 22:19:36,21,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",1-3 hours,Agree,Agree,Agree,"making complex tasks easy, understanding, vocabulary",Agree,Neutral,Strongly agree,i rely on it too much and too lazy to think myself about anything..,Agree,Agree,Agree,both positively and negatively. i don't do write and think myself since gpt and i learn alot at fast pace,both positively and negatively. i don't do assignments myself since gpt and i learn alot at fast pace
26/09/2024 22:20:43,19,Female,Undergraduated,Computer Science,Yes,Rarely,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Knowledge ,Strongly,Strongly agree,Strongly agree,,Strongly agree,Strongly Agree,Agree,Research ,By knowledge 
26/09/2024 22:21:54,18,Prefer not to say,Undergraduated,Computer Science,Yes,Monthly,Other,Less than 1 hour,Neutral,Disagree,Neutral,"It helps with writing tasks like drafting emails, articles, blog posts, or even personal projects like stories or essays by suggesting structure, tone, and style improvements. ",Agree,Strongly agree,Disagree,"chatGPT can sometimes provide information that is outdated, incomplete, or inaccurate. ",Agree,Neutral,Neutral,"I tend to learn in shorter, more frequent bursts. With ChatGPT, I can ask a question, get an immediate response, and either deepen my understanding or move on to the next topic quickly.","ChatGPT can quickly break down complex topics into more digestible explanations, helping students grasp difficult concepts faster, which can boost academic performance."
26/09/2024 22:23:57,22,Male,High school,Computer Science,Yes,Monthly,"Research, Writing",1-3 hours,Agree,Strongly agree,Agree,,Disagree,Agree,Neutral,,Agree,Neutral,Disagree,,
26/09/2024 22:28:47,20,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Homework assistance",4-6 hours,Agree,Agree,Strongly agree,Saves a lot of time by providing all related data just by one click ,Neutral,Disagree,Disagree,Not effected our thinking abilities but yes somehow our creativity get effected ,Agree,Disagree,Agree,,Finding all I need in one spot saves me a ton of time 
26/09/2024 22:28:59,20,Male,Undergraduated,Electrical Engineering,No,Daily,Research,1-3 hours,Neutral,Disagree,Agree,,Neutral,Disagree,Disagree,,Agree,Strongly Agree,Agree,,
26/09/2024 22:29:10,20,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Agree,Agree,Neutral,,Neutral,Strongly Disagree,Neutral,,Agree,Agree,Disagree,,
26/09/2024 22:29:33,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Agree,Neutral,Strongly agree,,Neutral,Agree,Neutral,,Agree,Disagree,Agree,,
26/09/2024 22:32:48,21,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Agree,Agree,Agree,,Disagree,Neutral,Neutral,It does not always give correct information. ,Neutral,Agree,Disagree,,
26/09/2024 22:33:33,20,Male,Undergraduated,Computer Science,Yes,Daily,Research,1-3 hours,Strongly agree,Agree,Agree,,Neutral,Disagree,Neutral,,Agree,Agree,Neutral,,
26/09/2024 22:35:50,21,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Homework assistance",Less than 1 hour,Agree,Disagree,Agree,Brief description ,Agree,Disagree,Agree,,Agree,Agree,Neutral,,
26/09/2024 22:38:14,25,Male,Graduated,Science and Technology,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,None,Strongly,Strongly agree,Strongly agree,Make us used to less effort work ,Strongly agree,Agree,Agree,Become to relient on AI tools,"Till to date It had influenced too positively, but again there are many drawbacks also. "
26/09/2024 22:39:03,23,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",7 hours or more,Neutral,Neutral,Agree,"According to my experience, giving prompts is important. By frequently using it, it helps me in better understanding of some word or topic. And i mainly use it for rephrasing sentences for writing or for my understanding. Also, to get its opinion on any topic psychologically, ethically... I use it. Because it's not biased and present both point of views. From where, you decide. ",Disagree,Strongly Disagree,Strongly disagree,"According to your prompt, it gives the answers. So, i think to use it efficiently, you should learn at least mid level prompt engineering. The output based upon your input. How you want it to see. It'll present it. Therefore, it's really important to know how to use it , to get the most.",Strongly disagree,Agree,Agree,"When I'm learning any topic, it's been my habit to use chatgpt for easier understanding of any word or topic. Because, giving prompt is easy. And its output is easy to skim, my preference is to use it everytime. ",
26/09/2024 22:41:42,22,Male,Undergraduated,Business and Finance,No,Monthly,"Homework assistance, General knowledge",Less than 1 hour,Agree,Agree,Strongly agree,time saving,Neutral,Agree,Agree,Relying on gpt is increasing,Agree,Agree,Disagree,relying more on gpt ,probably
26/09/2024 22:42:44,18,Female,Undergraduated,Computer Science,Yes,Weekly,"Writing, Homework assistance, General knowledge",1-3 hours,Neutral,Disagree,Agree,Ease in doing tasks,Agree,Strongly agree,Agree,Creativity is on decline,Agree,Neutral,Agree,Learning has lessened due to usage of AI where one's own understanding should be applied.,It is becoming increasingly difficult to do an assignment or task without the use of ChatGPT.
26/09/2024 22:43:03,20,Male,Undergraduated,Computer Science,No,Rarely,Research,Less than 1 hour,Neutral,Agree,Agree,Not too much ,Neutral,Agree,Agree,ChatGPT killed programmers ,Neutral,Disagree,Neutral,Exhausted in learning habits,Good
26/09/2024 22:43:43,21,Male,Undergraduated,Computer Science,Yes,Daily,Homework assistance,7 hours or more,Strongly agree,Strongly agree,Strongly agree,Chatgpt is a free cost ai assistant.,Strongly,Strongly agree,Strongly agree,Chatgpt is quick response ai assistant ,Strongly agree,Strongly Agree,Agree,Chatgpt is affected for students in education.,It helps in our solving problems.
26/09/2024 22:48:14,21,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, Other",1-3 hours,Neutral,Agree,Agree,Coding small projects,Strongly,Agree,Strongly agree,Logical thinking is removed and we directly go to gpt for the sol,Strongly agree,Agree,Agree,,
26/09/2024 22:48:37,21,Male,Undergraduated,Business and Accounting,Yes,Weekly,"Research, General knowledge",1-3 hours,Strongly agree,Strongly agree,Strongly agree,very best,Strongly,Strongly agree,Strongly agree,yes,Strongly agree,Strongly Agree,Agree,yes,yes
26/09/2024 22:49:58,21,Male,Undergraduated,Computer Science,Yes,Monthly,"Writing, Homework assistance",Less than 1 hour,Strongly agree,Neutral,Strongly agree,Mostly academic benefits ,Agree,Strongly agree,Strongly agree,"The ability to solve a problem on my own, Always relying on chatgpt.",Agree,Neutral,Agree,I have noticed that now im less likely to learn from the tutor itself relying solely on chatgpt,"It has vastly impacted my academic performance.Subject such as pak studies, economics, technical report writing,programming etc were done prepared with the help of chatgpt."
26/09/2024 22:50:30,19,Male,Undergraduated,Computer Science,Yes,Rarely,"Research, General knowledge, Other",7 hours or more,Neutral,Agree,Agree,Chatgpt is a good well-wisher ,Neutral,Neutral,Neutral,1. Help outermost ,Neutral,Agree,Neutral,Nill,Good 
26/09/2024 22:51:44,20,Female,Undergraduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Agree,Agree,Agree,Good experience ,Agree,Neutral,Agree,Some,Agree,Agree,Neutral,No,Yes
26/09/2024 22:53:47,19,Female,Undergraduated,Software Engineering,Yes,Weekly,Research,Less than 1 hour,Agree,Agree,Agree,,Agree,Strongly agree,Agree,,Strongly agree,Agree,Agree,,
26/09/2024 22:54:13,26,Female,Graduated,Business and Finance,No,Daily,Research,1-3 hours,Agree,Agree,Agree,Easy to search anything ,Agree,Agree,Agree,No personal experience ,Neutral,Neutral,Agree,Increase use of AI,Writing support 
26/09/2024 22:54:14,22,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing, Homework assistance",Less than 1 hour,Agree,Neutral,Neutral,,Agree,Agree,Neutral,,Agree,Neutral,Neutral,,
26/09/2024 22:58:35,19,Male,Undergraduated,Computer Science,Yes,Weekly,"Research, Writing",Less than 1 hour,Agree,Agree,Agree,i used it to create logos,Disagree,Agree,Agree,4o limited time issue,Agree,Neutral,Disagree,improved my reading skills,not much 
26/09/2024 23:02:23,20,Female,Undergraduated,Science and Technology,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Strongly agree,Strongly agree,Strongly agree,"One of the most appealing feature of ChatGPT is that helps you make decisions. If you are uncertain about any thing it will help you to sort out with different options like examples, past experiences, latest trends etc.",Strongly disagree,Strongly agree,Agree,it cannot be used as an authoritative source of information. It lacks authenticity ,Strongly agree,Strongly Agree,Disagree,I can learn complex skills and topics more conveniently using chatgpt ,"Research skills, writing skills "
26/09/2024 23:02:52,20,Male,Undergraduated,Computer Science,No,Daily,"Research, Writing, Homework assistance, Other",7 hours or more,Agree,Strongly agree,Agree,Its help's me in almost every field weather its study or non-study circle ,Agree,Neutral,Neutral,,Agree,Disagree,Agree,It changes my patient level.....,"Yes, it influenced a lot "
26/09/2024 23:04:07,19,Female,Undergraduated,Computer Science,Yes,Daily,"Writing, Homework assistance, General knowledge",4-6 hours,Neutral,Agree,Strongly agree,Best for programming ,Strongly,Strongly agree,Strongly agree,Lack of creative thinking ,Agree,Agree,Agree,Lack of hard work,Average 
26/09/2024 23:08:11,23,Male,Undergraduated,Software Engineering,No,Rarely,"Research, Homework assistance, General knowledge, Other",Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,Mind-blowing ,Neutral,Strongly agree,Strongly agree,Nothing is free in this world 😄🤌,Strongly agree,Strongly Agree,Agree,Just came to know how to question ❓,It was excellent 
26/09/2024 23:09:42,21,Male,Undergraduated,Computer Science,Yes,Daily,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,,Disagree,Agree,Disagree,,Strongly agree,Neutral,Agree,,
26/09/2024 23:09:44,19,Male,Undergraduated,Other,No,Daily,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Agree,Agree,Strongly agree,Convenient ,Strongly,Strongly agree,Disagree,Death of thinking ,Strongly agree,Agree,Agree,Lees worry about assignment and presentations,Good
26/09/2024 23:14:28,21,Female,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge, Other",4-6 hours,Agree,Strongly agree,Strongly agree,"I don't have to invest my time in thinking rather in just doing. For example, I'm a whiteboard animator, so I just give the script to chatgpt and ask it to suggest visuals. This way i just have to search and use the visual instead of thinking what would be best for this script. However sometimes I get a better idea. But overall gpt helps me a lot with everything. Even i copy my client's messages and tell gpt to explain it in easy language ",Strongly,Neutral,Strongly agree,,Neutral,Agree,Agree,Demotivated towards learning because i know gpt can do it for me,I use it very less for academics
26/09/2024 23:24:54,19,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",7 hours or more,Strongly agree,Strongly agree,Strongly agree,Its easy to use and gives fair results for not much complex tasks.,Neutral,Agree,Agree,Can't do many tasks efficiently which involve logic.,Strongly agree,Strongly Agree,Agree,Fast learning when quick response required.,Yup greatly.
26/09/2024 23:25:28,23,Male,Undergraduated,Software Engineering,Yes,Daily,"Research, Homework assistance, Other",7 hours or more,Agree,Neutral,Agree,Saving Time,Agree,Agree,Strongly agree,Not use of brain,Agree,Agree,Agree,,
26/09/2024 23:27:50,23,Male,Undergraduated,Electrical Engineering,Yes,Monthly,Research,Less than 1 hour,Neutral,Agree,Agree, 1.⁠ ⁠Improved language understanding and generation  2.⁠ ⁠Enhanced writing and proofreading capabilities  3.⁠ ⁠Increased accessibility for people with disabilities,Neutral,Agree,Agree,1.⁠ ⁠Limited domain knowledge and expertise  2.⁠ ⁠Lack of common sense and real-world experience  3.⁠ ⁠Inability to understand nuances and context  4.⁠ ⁠Risk of misinformation and biases  5.⁠ ⁠Over-reliance on technology,Agree,Agree,Agree,Positive changes:  1.⁠ ⁠Increased efficiency: AI-assisted learning tools help streamline study materials. 2.⁠ ⁠Personalized learning: AI adapts to individual learning styles and pace. 3.⁠ ⁠Improved comprehension: AI-explained concepts enhance understanding.,"Research assistance: Quick access to relevant information and sources. 2.⁠ ⁠Organization and outlining: AI-generated structures for essays and papers. 3.⁠ ⁠Writing aid: Grammar correction, syntax suggestions, and clarity improvement."
27/09/2024 00:00:49,25,Male,Undergraduated,Electrical Engineering,No,Rarely,"General knowledge, Other",Less than 1 hour,Neutral,Disagree,Agree,,Agree,Disagree,Disagree,,Agree,Agree,Agree,,
27/09/2024 00:04:37,18,Male,Undergraduated,Mechanical Engineering,Yes,Weekly,"Writing, Homework assistance, General knowledge",1-3 hours,Neutral,Agree,Agree,It is helpful in studying concepts ,Neutral,Neutral,Agree,Building concepts ,Neutral,Agree,Neutral,My concepts are strong now,Yes
27/09/2024 00:14:26,20,Male,Undergraduated,Computer Science,Yes,Daily,Research,7 hours or more,Strongly agree,Agree,Agree,,Agree,Disagree,Agree,,Agree,Strongly Agree,Agree,it will improve,its obviously increase the expirence
27/09/2024 00:18:43,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Homework assistance, General knowledge",4-6 hours,Strongly agree,Strongly agree,Strongly agree,"Faster work completion, Finding complex answers in seconds",Agree,Strongly agree,Disagree,Becoming too much reliant on chatgpt,Strongly agree,Strongly Agree,Agree,I am able to learn very complex concepts and learn more about new concepts and whats going on in my field,Yes it improved my academic performance 
27/09/2024 00:28:19,19,Female,Undergraduated,Computer Science,Yes,Daily,"Writing, Homework assistance",1-3 hours,Agree,Agree,Strongly agree,,Neutral,Agree,Agree,,Agree,Neutral,Neutral,,
